[2017-01-23 14:40:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/index/index/key/ae225f88220e2419d0e8a2d3ec48e5a5c11f7fe4173664b58871b0fdc25290e0/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_106"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_100"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_101"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_102"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_116"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:23:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/9/key/dc85a5233e509891b361d42e0f5beb8bf1ffc22594df404de7dd14a21a339f90/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_134"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:25:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product/save/id/140/type/simple/store/0/set/9/key/1cf1166b7ad587b65efdcf9c1bb1e5d750e4e75842f14c5ddf3c07f7720ad116/back/edit","invalidateInfo":{"tags":["catalog_product_140"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:25:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product/save/id/140/type/simple/store/0/set/9/key/1cf1166b7ad587b65efdcf9c1bb1e5d750e4e75842f14c5ddf3c07f7720ad116/back/edit","invalidateInfo":{"tags":["catalog_product"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:25:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product/save/id/140/type/simple/store/0/set/9/key/1cf1166b7ad587b65efdcf9c1bb1e5d750e4e75842f14c5ddf3c07f7720ad116/back/edit","invalidateInfo":{"tags":["catalog_product_140"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:26:40] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/back/edit","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:30:08] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:39:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:40:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:41:18] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:42:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:44:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/cache/massRefresh/key/17ef30cfa4d6de1a096e88499c33cec2ec0eca4cdad1691e7a831e633ae54809/","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 13:46:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 13:48:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/cms/block/save/key/eda12944b27aa6f9ff16cc109b50b316b96f61628a862ecc9457219e562fd4d7/back/edit","invalidateInfo":{"tags":["cms_block"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_197"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 14:24:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/main/","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_197"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-30 14:25:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_attribute/save/attribute_id/197/key/3324bd12d67b9d599619dce000d5138041c464a5568bdb2f796db81b7667a338/active_tab/front/","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 09:05:22] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/index/index/key/bc10d74fd7ca41626421a6fd6b00cc730afd1f5e04e68ed1ebcb8e0d3868065f/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:25:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:32:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:32:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:32:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:32:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-31 10:32:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"},"is_exception":false} []
